#Selection name: Selection 1
#Area (µm^2): 693778.57
Cell ID,Cluster,Transcripts,Area (µm^2)
fpkcaafh-1,Cluster 3,48,32.15
gaclklag-1,Cluster 1,60,45.74
gachhfaf-1,Cluster 6,46,55.12
gabhjadp-1,Cluster 6,96,67.58
gabkeflh-1,Cluster 1,66,40.26
gabihbfe-1,Cluster 1,47,47.01
gbfdaffb-1,Cluster 1,86,94.54
gbfcohej-1,Cluster 2,96,75.84
gaidafcf-1,Cluster 2,100,88.58
gbfdiiob-1,Cluster 1,144,100.71
gaigjmho-1,Cluster 1,57,54.16
gaieeooh-1,Cluster 6,164,88.34
gbfeigpa-1,Cluster 1,79,49.81
fpldpdjj-1,Cluster 6,97,60.20
fpldghnb-1,Cluster 3,139,79.40
gadaogeh-1,Cluster 2,76,41.77
gailbmdm-1,Cluster 2,86,44.62
gainnlcn-1,Cluster 1,104,64.20
gegfamgf-1,Cluster 1,73,47.24
gafklbmi-1,Cluster 6,108,75.33
gafpmepk-1,Cluster 8,28,46.75
gafjgimk-1,Cluster 8,75,67.89
gegehamd-1,Cluster 13,61,29.24
gafkbafi-1,Cluster 1,40,23.04
gegfgdpf-1,Cluster 23,39,28.60
gafmjecl-1,Cluster 2,68,35.10
gafibabj-1,Cluster 2,47,32.38
gahoopmb-1,Cluster 12,84,56.07
gbeplkal-1,Cluster 1,54,95.35
gbeolegl-1,Cluster 6,49,68.17
gbfaanhl-1,Cluster 1,86,64.02
gbfeojdk-1,Cluster 2,131,89.02
gbemokod-1,Cluster 1,53,47.16
gbfdjcpb-1,Cluster 1,65,70.88
gbfbfhfg-1,Cluster 3,68,44.64
gbeoicde-1,Cluster 3,88,52.01
gbfcfnee-1,Cluster 2,92,53.41
gaclapff-1,Cluster 6,84,71.56
gacpclnh-1,Cluster 6,67,54.28
gefokbho-1,Cluster 13,28,17.66
gegeeplb-1,Cluster 23,106,82.28
gegclgpb-1,Cluster 23,33,13.93
gegamndl-1,Cluster 13,74,33.21
gefpbngh-1,Cluster 8,77,64.54
gefpflhb-1,Cluster 13,143,78.20
gbfbilfg-1,Cluster 13,75,40.70
gbfccbin-1,Cluster 1,33,49.08
gbfccgop-1,Cluster 1,18,13.15
gbejhhnj-1,Cluster 8,81,39.89
gbeffeok-1,Cluster 2,79,41.36
gbeiomln-1,Cluster 1,32,22.52
gbeleoaa-1,Cluster 1,62,45.44
gbemmokl-1,Cluster 3,180,116.36
gbehpied-1,Cluster 1,36,24.87
gabknfdb-1,Cluster 6,62,77.46
gbejgdko-1,Cluster 2,187,123.97
gabdjdjh-1,Cluster 6,61,79.94
gacghpfk-1,Cluster 15,170,109.82
gbelheoj-1,Cluster 6,93,53.86
gaaagpij-1,Cluster 4,195,108.58
gbeceanb-1,Cluster 1,31,25.09
gbdopakj-1,Cluster 1,93,64.16
gbecnkfb-1,Cluster 1,85,61.91
gbebcinl-1,Cluster 15,123,132.71
gacjakbo-1,Cluster 10,92,98.79
gacgpogl-1,Cluster 4,290,201.05
gaanbcfh-1,Cluster 14,245,133.87
gacafjjj-1,Cluster 14,153,80.78
gaaipeob-1,Cluster 10,79,43.97
gefaboji-1,Cluster 1,30,49.40
gefdhmcp-1,Cluster 1,59,46.12
gbeidnhi-1,Cluster 1,62,36.86
gbegheaf-1,Cluster 8,35,43.87
gbeleola-1,Cluster 1,124,141.78
gbeipgfp-1,Cluster 1,52,34.85
gbekkfhk-1,Cluster 1,27,18.96
gefoekej-1,Cluster 23,37,24.96
gbekbaig-1,Cluster 3,73,67.10
gbemdlof-1,Cluster 1,79,56.35
gbekoeoe-1,Cluster 2,88,96.65
gbemoehc-1,Cluster 13,184,116.06
gefhifif-1,Cluster 1,71,44.70
gefkjama-1,Cluster 1,50,43.36
gefjfdlm-1,Cluster 1,39,41.60
gefglkfh-1,Cluster 1,108,63.42
gefbgnoe-1,Cluster 1,63,47.28
gefibeod-1,Cluster 23,65,46.66
gefijhln-1,Cluster 13,190,103.02
gefbcdfp-1,Cluster 1,62,36.43
gefgagef-1,Cluster 1,37,37.04
gbdmhehl-1,Cluster 8,71,40.32
gbeddifo-1,Cluster 6,45,31.68
gbeeeggi-1,Cluster 1,74,53.20
gbeahfoa-1,Cluster 1,29,20.65
gbdmkgek-1,Cluster 1,29,26.87
gbdnimal-1,Cluster 1,98,76.65
gbeehgff-1,Cluster 1,74,63.22
gbeebcoj-1,Cluster 2,70,62.68
gbeejacc-1,Cluster 1,40,21.59
gbdmmilb-1,Cluster 1,79,63.23
gbebealp-1,Cluster 2,44,30.22
geelmljg-1,Cluster 8,38,33.71
geeolkka-1,Cluster 8,71,60.47
geeoilbd-1,Cluster 8,69,58.79
geenhnpo-1,Cluster 8,69,71.01
geembhfj-1,Cluster 8,80,65.44
gdaflhkm-1,Cluster 8,81,68.66
gbeelknn-1,Cluster 1,75,60.98
gbdnghdi-1,Cluster 8,109,82.63
gbefdbdg-1,Cluster 1,20,14.78
gdneoddi-1,Cluster 8,47,44.93
gebahokg-1,Cluster 3,133,63.87
gdcejjjm-1,Cluster 1,27,19.41
gddjfibp-1,Cluster 1,36,37.39
gddckocc-1,Cluster 1,27,15.90
gddgeige-1,Cluster 1,66,49.39
fplmmhjn-1,Cluster 1,37,28.37
fpmcgdld-1,Cluster 8,87,48.59
gddpccig-1,Cluster 1,94,86.75
fplokdib-1,Cluster 8,89,71.32
gddeimlh-1,Cluster 1,41,21.64
fplmkpeg-1,Cluster 1,61,34.00
gddeapha-1,Cluster 1,22,19.89
fplkelpd-1,Cluster 1,69,52.46
gdddfhlb-1,Cluster 1,62,47.07
fplnkpdi-1,Cluster 6,43,28.18
gddofkhj-1,Cluster 1,72,57.81
gddebcbo-1,Cluster 8,63,52.31
gdddkgaf-1,Cluster 6,48,41.90
aheiidfi-1,Cluster 1,46,25.98
gddimccj-1,Cluster 15,52,24.81
gddfndme-1,Cluster 1,51,33.96
gddgnicj-1,Cluster 1,34,27.49
gddnfnha-1,Cluster 1,28,27.82
gddfmmmf-1,Cluster 1,64,36.91
gddjmfkp-1,Cluster 1,27,26.25
gdcnnkeb-1,Cluster 1,83,44.67
gddbjifm-1,Cluster 1,40,32.96
gddaadch-1,Cluster 1,69,43.16
gdckkoba-1,Cluster 1,80,59.09
gddaobgj-1,Cluster 1,51,39.12
gahofkjn-1,Cluster 8,33,29.82
gahnhbeg-1,Cluster 1,28,22.98
fplhdgdp-1,Cluster 1,71,58.67
fpmhnppo-1,Cluster 1,90,46.68
gahmenkl-1,Cluster 1,92,77.65
fplkafli-1,Cluster 1,64,27.63
gdcodojo-1,Cluster 8,90,53.96
gdcnfobh-1,Cluster 8,48,37.56
gdcgnkpb-1,Cluster 1,19,15.09
gdcgbbbh-1,Cluster 8,55,41.16
gddalpbk-1,Cluster 1,68,61.00
gddbbfpi-1,Cluster 3,140,96.18
gdcimokd-1,Cluster 1,37,23.43
gdchbfao-1,Cluster 1,56,39.51
gdcpfpbb-1,Cluster 8,42,28.11
gdecaiij-1,Cluster 1,42,23.91
gdgmldgi-1,Cluster 8,55,33.61
gdgpfpmi-1,Cluster 1,37,34.78
gdgopaif-1,Cluster 8,73,44.45
gdgmlned-1,Cluster 1,41,32.02
gdgogabk-1,Cluster 1,57,39.28
ahehkbck-1,Cluster 8,91,57.74
gdgpeaco-1,Cluster 8,76,41.75
gdfinhfj-1,Cluster 1,67,50.75
gdfpienb-1,Cluster 1,55,41.66
gddkknmb-1,Cluster 1,61,37.66
ahehebjn-1,Cluster 8,155,105.74
geakhalm-1,Cluster 6,37,26.51
gealcklj-1,Cluster 15,39,18.59
gebbjbbn-1,Cluster 1,88,59.50
gdegbcbi-1,Cluster 1,4,9.83
gdgnfhel-1,Cluster 1,67,50.19
gdefiked-1,Cluster 1,37,37.71
gdejonka-1,Cluster 1,39,28.31
gdelpiah-1,Cluster 1,57,47.28
gdglhkjj-1,Cluster 2,39,28.89
gdgoijjg-1,Cluster 1,27,12.91
gdgioffh-1,Cluster 1,61,43.72
gdgigfca-1,Cluster 1,65,42.93
gdfbkiih-1,Cluster 2,88,45.38
gdfmllbj-1,Cluster 1,87,50.59
gdgjfjlf-1,Cluster 1,68,52.68
gdfhhmlc-1,Cluster 1,39,38.37
gddaoefj-1,Cluster 8,102,67.53
gdcndgok-1,Cluster 8,85,62.99
gdgkohkm-1,Cluster 1,141,69.52
gdfdjlag-1,Cluster 8,45,39.48
gdgdhfnc-1,Cluster 8,40,29.39
gdgimajl-1,Cluster 2,119,60.20
gdedcjbm-1,Cluster 8,17,27.03
gdglbnpl-1,Cluster 1,64,57.45
gdgjibbm-1,Cluster 1,93,62.91
gdegddbc-1,Cluster 8,110,68.13
gdelhccp-1,Cluster 8,62,44.07
gdeokokh-1,Cluster 1,67,67.65
gdenpjch-1,Cluster 1,23,17.81
gdgkcael-1,Cluster 1,66,61.30
gdpfmnbi-1,Cluster 1,37,33.37
gdbhcfpj-1,Cluster 8,138,111.23
gdboegbf-1,Cluster 1,59,45.35
gahhdmae-1,Cluster 1,54,45.47
gdcaaabc-1,Cluster 2,50,34.84
gahdmmed-1,Cluster 1,33,40.01
gdblofej-1,Cluster 1,51,54.22
gdcclfgj-1,Cluster 8,116,78.55
gahkcmjl-1,Cluster 1,74,45.11
gahbpgmh-1,Cluster 1,93,58.54
gahaehlj-1,Cluster 1,22,18.92
gahglhmi-1,Cluster 8,67,71.34
gahjpfjd-1,Cluster 1,87,49.12
gdbmlfkg-1,Cluster 1,53,39.90
gdbjclkl-1,Cluster 1,54,48.78
gdbppcen-1,Cluster 1,42,34.18
gdcakngg-1,Cluster 1,61,38.10
gdcdodfe-1,Cluster 1,36,33.55
gdcfpkbe-1,Cluster 1,44,34.34
gdcdjegb-1,Cluster 1,34,31.28
gdbndhge-1,Cluster 1,36,30.15
gdccajim-1,Cluster 1,29,22.15
gdbpoogl-1,Cluster 1,44,26.09
gdpihfel-1,Cluster 1,37,36.11
gdbfdfbc-1,Cluster 2,84,46.98
gagioajn-1,Cluster 8,47,34.30
gagglkic-1,Cluster 1,66,38.22
gdpleoee-1,Cluster 15,42,29.60
gdplelea-1,Cluster 1,51,27.22
gdbdokmp-1,Cluster 15,102,61.29
gagmnohg-1,Cluster 1,51,44.49
gagifomn-1,Cluster 1,39,34.91
gagiigif-1,Cluster 1,69,40.37
gagoafln-1,Cluster 1,60,36.27
gdbidfmh-1,Cluster 1,21,35.46
gdbbfcae-1,Cluster 8,46,46.78
gdpiihlg-1,Cluster 1,94,64.38
gdbbdani-1,Cluster 8,61,30.40
gdplhjkd-1,Cluster 1,20,14.10
gdpfndkn-1,Cluster 8,111,79.77
gdbenpcf-1,Cluster 1,41,36.85
gdbflooj-1,Cluster 1,65,44.67
gdaopoab-1,Cluster 1,30,28.17
gddpfngf-1,Cluster 1,51,42.04
gdgfknjc-1,Cluster 1,78,53.83
gdgifieg-1,Cluster 1,67,51.86
gdfbaepd-1,Cluster 8,70,57.64
gdffllfo-1,Cluster 1,43,34.69
gdfkfomb-1,Cluster 1,50,47.95
gdghkhbd-1,Cluster 8,49,38.65
gdfocjjg-1,Cluster 1,19,14.93
gdgahpng-1,Cluster 2,64,42.40
gdcdioon-1,Cluster 1,81,48.14
gdfkmmaa-1,Cluster 8,51,38.54
gdfnolmi-1,Cluster 1,31,15.55
gdeaoege-1,Cluster 2,64,43.17
gdgifkpo-1,Cluster 8,94,53.88
gdeddgjo-1,Cluster 1,43,34.17
geaiaknn-1,Cluster 2,63,43.33
gdgfffka-1,Cluster 8,72,38.79
gdelcgla-1,Cluster 2,94,55.36
gdemhlip-1,Cluster 1,49,30.22
gdemgjcg-1,Cluster 1,49,29.41
gdfafhdn-1,Cluster 8,40,28.23
gdnkhebb-1,Cluster 1,52,46.28
gdfanjbg-1,Cluster 1,49,46.33
gdnnljnc-1,Cluster 1,48,36.68
gdfbmmch-1,Cluster 1,20,12.20
gdfilccg-1,Cluster 8,47,31.57
gdnmaiij-1,Cluster 1,43,45.53
gdgcacam-1,Cluster 1,49,44.79
gdnjdjbl-1,Cluster 8,17,12.99
gdnkhgco-1,Cluster 1,41,28.92
gdoabldg-1,Cluster 1,79,51.64
gdoakddk-1,Cluster 1,24,23.90
gdnkfjeo-1,Cluster 8,58,41.80
gdnpgaao-1,Cluster 8,64,47.62
gdnhmgdm-1,Cluster 1,60,44.00
gdegflea-1,Cluster 1,87,59.12
gdoadbej-1,Cluster 1,99,54.86
gdnoijii-1,Cluster 1,59,31.70
gdnggmjn-1,Cluster 1,84,53.61
gdnifpod-1,Cluster 1,39,35.01
gdeolmcb-1,Cluster 1,67,45.92
dckfdmln-1,Cluster 8,67,41.56
dckkofie-1,Cluster 8,107,76.88
gebbcepj-1,Cluster 1,80,32.43
aefimbec-1,Cluster 2,31,28.41
aefkebdi-1,Cluster 1,54,44.14
aefipghi-1,Cluster 1,45,26.50
aefjckdn-1,Cluster 1,82,50.05
ahehbdfn-1,Cluster 10,119,57.47
gebbikoi-1,Cluster 15,71,33.50
geaafpgk-1,Cluster 1,40,31.75
gdpoljgf-1,Cluster 8,62,34.36
gdpmpdef-1,Cluster 1,34,18.41
geacaebj-1,Cluster 1,39,34.04
geahcilk-1,Cluster 1,104,49.22
dblegenp-1,Cluster 1,47,40.72
dblchmdp-1,Cluster 1,44,29.08
adglhikl-1,Cluster 1,50,50.06
aefkcacd-1,Cluster 1,75,43.15
dblcogkm-1,Cluster 1,47,36.37
dbldhhnh-1,Cluster 1,13,36.32
dbkpjcka-1,Cluster 1,52,35.51
dblaeghp-1,Cluster 1,39,43.24
adgochfk-1,Cluster 1,66,48.45
aefjgkik-1,Cluster 1,23,21.34
aefdabhg-1,Cluster 8,68,81.60
aefhaaem-1,Cluster 2,50,30.06
aeffkcej-1,Cluster 2,30,17.73
aefeffek-1,Cluster 2,16,17.03
aefgjomd-1,Cluster 1,52,28.96
gdplmimb-1,Cluster 1,29,26.14
gebalffn-1,Cluster 2,53,33.10
geadokke-1,Cluster 1,123,59.86
geanphej-1,Cluster 15,202,105.17
gdpnbjfb-1,Cluster 15,66,41.14
geaoickk-1,Cluster 1,69,46.48
aefikael-1,Cluster 15,118,62.53
dbknbehe-1,Cluster 6,70,77.88
aefffpip-1,Cluster 10,95,57.01
aefhaclh-1,Cluster 1,84,56.84
dbknkbla-1,Cluster 1,57,37.94
aefcneik-1,Cluster 1,49,35.24
dbkledlc-1,Cluster 3,89,41.52
aefdfcfi-1,Cluster 10,55,39.01
aeffpdcc-1,Cluster 2,123,61.41
dclcimop-1,Cluster 1,68,35.94
dcleaadg-1,Cluster 8,48,35.61
dcllgjni-1,Cluster 1,62,38.01
dbkimknh-1,Cluster 1,37,23.76
dcldhajj-1,Cluster 1,60,37.94
dcljlijf-1,Cluster 1,36,34.52
dcleckbe-1,Cluster 13,130,78.76
dclfjlai-1,Cluster 2,23,28.73
dclgnopo-1,Cluster 1,77,52.79
dbkhjhaf-1,Cluster 1,63,36.14
adgeihoe-1,Cluster 8,127,73.43
dclkmnoi-1,Cluster 23,48,25.03
dbkiggke-1,Cluster 14,90,60.77
dcdmkiil-1,Cluster 10,27,19.12
dclgfojl-1,Cluster 6,58,37.50
dclgnicb-1,Cluster 1,52,32.92
dclgeiel-1,Cluster 1,85,51.92
adfcfobj-1,Cluster 1,48,29.18
dclkoham-1,Cluster 1,50,41.05
dclekfej-1,Cluster 8,59,47.96
dclicnef-1,Cluster 8,54,47.28
dbkicjcm-1,Cluster 8,93,68.68
dcldgond-1,Cluster 1,45,30.07
dckhfikn-1,Cluster 8,109,50.43
dckphhpi-1,Cluster 8,85,59.60
dckjnemp-1,Cluster 8,53,24.90
dckkflbd-1,Cluster 2,134,61.62
dckjhagc-1,Cluster 2,30,37.47
dclajmep-1,Cluster 1,84,48.34
dclcemcl-1,Cluster 2,30,17.00
dckkbjcc-1,Cluster 2,35,30.28
dckmodpe-1,Cluster 8,43,36.00
dclaeded-1,Cluster 1,64,40.38
dclakjal-1,Cluster 1,86,61.46
dcknfoec-1,Cluster 11,112,72.22
dclcpmmd-1,Cluster 1,64,43.48
dckhbgof-1,Cluster 10,103,79.12
dckpgjdc-1,Cluster 10,15,9.18
dcklaeml-1,Cluster 8,109,73.41
dclanjng-1,Cluster 8,88,47.62
dclablfh-1,Cluster 1,40,20.72
dckppgod-1,Cluster 2,34,18.61
dblcokik-1,Cluster 14,112,51.20
aeeldefl-1,Cluster 8,17,23.08
aeepkmcl-1,Cluster 1,66,49.37
ahegdgdh-1,Cluster 1,53,54.46
geambbmf-1,Cluster 8,80,54.05
gdpmnfck-1,Cluster 15,55,46.36
gdppdgbn-1,Cluster 1,73,58.82
geaaemne-1,Cluster 15,126,48.97
geahohmd-1,Cluster 8,46,42.44
geafdlil-1,Cluster 1,12,14.17
geaekmij-1,Cluster 8,62,47.98
geamcdkf-1,Cluster 1,72,42.74
gealgbgg-1,Cluster 1,71,42.13
dbkkgafa-1,Cluster 10,86,50.46
dbkkfacl-1,Cluster 10,72,95.83
aeemmdga-1,Cluster 14,119,73.81
aefaegmd-1,Cluster 14,153,76.16
aeekbomi-1,Cluster 10,114,71.00
aefagnki-1,Cluster 10,101,51.88
aeeokale-1,Cluster 8,87,76.24
aeelhkdp-1,Cluster 1,24,17.85
aeepkoce-1,Cluster 6,113,72.68
aefcahdb-1,Cluster 1,128,91.18
aeekefld-1,Cluster 8,47,32.27
aeehklog-1,Cluster 1,63,50.33
geabhnpf-1,Cluster 2,97,48.03
gdpodmha-1,Cluster 6,61,30.36
gfcnmokn-1,Cluster 6,61,45.95
gdnfeaem-1,Cluster 1,75,58.59
ahefjjkm-1,Cluster 6,95,55.42
gdpngapj-1,Cluster 1,51,21.53
geadcgjl-1,Cluster 1,16,13.00
geahcjcj-1,Cluster 1,75,35.71
gdpmfcii-1,Cluster 1,48,41.35
dbklnban-1,Cluster 14,95,79.13
dbkpgldd-1,Cluster 14,74,43.14
dblagkpc-1,Cluster 14,70,40.29
dblaipnb-1,Cluster 14,62,33.95
aeehdjkm-1,Cluster 14,110,70.11
aeeijdea-1,Cluster 3,121,57.86
aeegnogp-1,Cluster 3,96,81.99
aeekbipi-1,Cluster 1,65,54.41
aeegphnn-1,Cluster 8,79,62.32
dcjjadhh-1,Cluster 8,42,34.14
dcjmcfjm-1,Cluster 8,52,25.38
dckaglja-1,Cluster 8,92,55.58
dckafbbg-1,Cluster 8,67,43.62
dbknfjbp-1,Cluster 10,94,124.68
dckbbpom-1,Cluster 8,34,29.13
dckemglh-1,Cluster 2,59,35.60
dcjpmfcg-1,Cluster 12,147,76.80
dcjpllhc-1,Cluster 1,83,51.43
dcjmkjlj-1,Cluster 2,60,35.97
dcjpmcnb-1,Cluster 3,14,14.64
dckfaanc-1,Cluster 2,34,29.27
dckahfom-1,Cluster 8,72,48.08
dcjkpbca-1,Cluster 10,101,47.89
dckbgkcf-1,Cluster 2,24,10.00
dckcmmaa-1,Cluster 14,183,102.53
dcjmkkel-1,Cluster 14,109,61.46
dckbgegn-1,Cluster 2,94,62.19
dckgeifi-1,Cluster 1,23,15.11
dcjlepml-1,Cluster 10,92,64.35
dcjjcokj-1,Cluster 2,118,74.67
dcjhnpmk-1,Cluster 15,116,61.00
dcjcfdhd-1,Cluster 8,57,37.25
dciebafb-1,Cluster 1,92,55.15
dcjfoobc-1,Cluster 3,198,114.22
dcidlplc-1,Cluster 1,97,56.57
dcinklmh-1,Cluster 14,98,77.46
dcipgjpd-1,Cluster 14,63,33.73
dcjidipi-1,Cluster 2,65,59.11
dcjdlljk-1,Cluster 8,60,50.17
dcjgojcn-1,Cluster 8,53,37.68
dbknoecc-1,Cluster 14,172,96.87
dcojoepi-1,Cluster 14,72,41.44
dcjjeijc-1,Cluster 14,98,57.74
dcjidgfe-1,Cluster 14,124,76.52
dcobmgld-1,Cluster 14,117,75.84
dcoiindk-1,Cluster 14,71,33.93
dcoilloo-1,Cluster 10,187,107.18
dcojiaab-1,Cluster 14,106,64.92
dcokfhki-1,Cluster 10,112,72.46
dcjionhg-1,Cluster 6,80,55.22
gfnpmjfn-1,Cluster 1,48,38.82
gfelbmen-1,Cluster 6,47,49.73
gdonekin-1,Cluster 6,116,78.73
gegdnpfh-1,Cluster 1,67,40.34
gdpekcgf-1,Cluster 8,51,37.59
gdpagocm-1,Cluster 3,138,100.49
gdpcladf-1,Cluster 6,29,20.51
gdpfbbgl-1,Cluster 1,50,41.25
gafjlnng-1,Cluster 1,63,62.82
gagefffi-1,Cluster 8,20,20.96
gegfgjeg-1,Cluster 8,66,42.82
gagfpehh-1,Cluster 1,72,44.38
gafocaee-1,Cluster 2,85,36.54
gegeikno-1,Cluster 2,110,83.73
gafpdajm-1,Cluster 8,23,34.38
gdonagbb-1,Cluster 1,62,46.51
gdondgoe-1,Cluster 1,71,57.58
gdpcokpj-1,Cluster 1,106,74.86
gdpcioln-1,Cluster 8,50,43.47
gdpflelk-1,Cluster 8,80,66.30
gdondmjj-1,Cluster 1,72,47.46
gdpbffic-1,Cluster 1,18,10.81
gdpamoee-1,Cluster 1,70,48.12
gdonbajp-1,Cluster 6,80,60.19
gdpeadin-1,Cluster 1,51,43.58
gdoeonmk-1,Cluster 1,28,25.46
gefpeiha-1,Cluster 8,71,42.09
gdogbkge-1,Cluster 1,38,18.13
gefkafhk-1,Cluster 1,47,39.45
gefogklc-1,Cluster 1,43,40.22
gefkimel-1,Cluster 1,33,19.60
gdodcagp-1,Cluster 1,41,31.78
gefpbobp-1,Cluster 6,87,61.63
gdokjlgb-1,Cluster 1,84,81.05
gdobejna-1,Cluster 1,23,13.10
gdokimig-1,Cluster 1,53,39.86
gdoebiol-1,Cluster 3,84,47.87
gdojdidi-1,Cluster 8,37,31.45
gdokpfim-1,Cluster 1,25,12.33
gdofbpmh-1,Cluster 8,38,50.52
gdokdbfe-1,Cluster 1,45,41.40
gdoehebn-1,Cluster 1,40,33.02
gdogkpmp-1,Cluster 1,66,56.38
gdodhhih-1,Cluster 1,48,31.14
gdojgcmi-1,Cluster 1,46,28.70
gdomfiab-1,Cluster 8,20,20.29
gdnbmonc-1,Cluster 1,46,41.23
gdmnbgak-1,Cluster 8,53,47.68
gdncopno-1,Cluster 8,26,21.42
gdmmciol-1,Cluster 8,74,56.34
gdmokeei-1,Cluster 8,30,25.14
gdmjalhb-1,Cluster 8,52,30.52
gdndinlk-1,Cluster 1,56,35.81
gdnpipoa-1,Cluster 8,51,45.85
gdmgpfmi-1,Cluster 1,19,39.19
gdndmjek-1,Cluster 8,30,24.72
gdncifap-1,Cluster 1,24,20.11
gdmdhnkj-1,Cluster 1,66,44.78
gdnddcoe-1,Cluster 1,70,56.93
gdlphmbp-1,Cluster 8,58,41.53
gdmnjfbb-1,Cluster 1,66,47.00
gdmjoipb-1,Cluster 8,22,14.72
gdmpmdmf-1,Cluster 2,137,65.82
gdmhknjo-1,Cluster 1,75,37.88
gdnfboll-1,Cluster 1,23,28.50
gdmohbph-1,Cluster 8,28,22.05
gdmgkhoc-1,Cluster 1,49,21.08
gdlliehk-1,Cluster 8,123,67.59
gfokbhmj-1,Cluster 8,28,24.55
gdlkgjak-1,Cluster 8,70,43.76
gfoocilp-1,Cluster 8,70,39.35
gfokkpdb-1,Cluster 8,44,39.02
gdoilgdk-1,Cluster 1,54,31.94
gdloadmb-1,Cluster 8,61,45.61
gdlpgaoc-1,Cluster 1,40,30.85
gdlgkgpp-1,Cluster 8,52,41.56
gdlkmndg-1,Cluster 1,31,21.89
gdodckml-1,Cluster 1,69,49.13
gfojfbgc-1,Cluster 8,68,55.25
gdllhbdh-1,Cluster 8,140,62.47
gfolngla-1,Cluster 8,53,43.13
gdlipmkf-1,Cluster 8,66,42.45
gdlmobkp-1,Cluster 1,44,29.25
gfoljlin-1,Cluster 8,54,48.26
gdmbhbdi-1,Cluster 8,59,26.69
gdlkichc-1,Cluster 8,28,32.48
gdljcahh-1,Cluster 8,33,43.20
gfddkefd-1,Cluster 15,114,73.57
gfdnamfj-1,Cluster 1,41,34.15
gfeelboi-1,Cluster 1,54,38.24
gefcockh-1,Cluster 1,25,14.73
gefgabhg-1,Cluster 1,36,35.10
gfelcfke-1,Cluster 1,21,16.14
gefeckkd-1,Cluster 1,29,25.84
gefapknn-1,Cluster 1,53,38.21
gefdloeh-1,Cluster 8,86,61.40
gefjlemc-1,Cluster 1,75,49.69
gefjgffa-1,Cluster 1,77,37.99
gfegkhae-1,Cluster 1,44,35.71
gefgnaad-1,Cluster 1,48,25.20
gfeaagih-1,Cluster 2,55,48.95
gfehllfa-1,Cluster 1,59,63.67
gfefahbc-1,Cluster 1,62,51.46
gfebbjja-1,Cluster 1,43,30.77
gfdndhka-1,Cluster 1,49,48.61
gfefefco-1,Cluster 3,76,59.34
gfeaghfg-1,Cluster 1,54,42.10
gfebkcda-1,Cluster 8,60,71.01
gfekockh-1,Cluster 1,58,50.24
gfeijhdj-1,Cluster 8,45,32.78
gfdegalp-1,Cluster 1,64,34.77
gfdghfgk-1,Cluster 8,75,47.68
gfdemmji-1,Cluster 2,68,40.08
gfdkdnkk-1,Cluster 1,105,66.02
gdamkmfj-1,Cluster 1,62,37.72
geenfhlk-1,Cluster 1,64,41.83
geepjahj-1,Cluster 1,127,65.20
geemakcf-1,Cluster 1,51,36.30
geeobfhm-1,Cluster 1,69,46.70
geemonkb-1,Cluster 1,77,58.37
geendfah-1,Cluster 1,44,27.21
gfdchgko-1,Cluster 1,28,40.79
gfdlkbng-1,Cluster 8,63,48.99
gfdkncfe-1,Cluster 1,49,37.93
gfdenfcc-1,Cluster 1,44,49.41
gfdlaeaj-1,Cluster 1,22,17.30
gfdffjke-1,Cluster 1,49,46.46
gfdebian-1,Cluster 1,53,48.85
gfdlbbcb-1,Cluster 1,71,47.42
gfdgdccn-1,Cluster 1,55,32.70
gfnnfpfi-1,Cluster 1,45,35.95
gfoaamki-1,Cluster 8,77,49.99
gfogkjkl-1,Cluster 2,31,18.55
gfnokoaa-1,Cluster 8,72,56.59
gfohhaih-1,Cluster 2,21,14.11
gfobaanm-1,Cluster 1,80,40.47
gfnpidae-1,Cluster 8,38,27.13
gfedfnbd-1,Cluster 8,85,42.24
gfdofoob-1,Cluster 1,48,35.42
gfeglgfp-1,Cluster 1,83,42.47
gfdognid-1,Cluster 8,36,21.11
gfehblil-1,Cluster 1,50,34.51
gfoflmle-1,Cluster 1,49,39.92
gfoakkgp-1,Cluster 3,103,74.73
gfnombod-1,Cluster 6,21,22.59
gfnplajk-1,Cluster 1,58,52.09
gfogffop-1,Cluster 8,62,46.34
gfoakaen-1,Cluster 6,51,36.20
gfnnmnoh-1,Cluster 1,61,52.85
gfnohbim-1,Cluster 1,56,39.93
gfohhflb-1,Cluster 8,54,53.16
gfndndel-1,Cluster 1,59,45.23
gfninfnn-1,Cluster 1,73,46.68
gfnfpbjo-1,Cluster 1,49,33.70
gfndbmki-1,Cluster 1,98,80.67
gfdggigh-1,Cluster 1,18,14.18
gfdgonne-1,Cluster 1,59,39.91
gfnlcbmh-1,Cluster 1,56,48.14
gfnkbken-1,Cluster 1,41,39.02
gfelhgfg-1,Cluster 8,48,41.53
gfngangn-1,Cluster 1,33,26.73
gfdfaaah-1,Cluster 1,79,46.53
gfnmdndj-1,Cluster 8,75,61.66
gfnbbicm-1,Cluster 1,48,50.00
gekeiook-1,Cluster 1,37,23.29
gfnkjkae-1,Cluster 6,85,76.62
gekehndp-1,Cluster 8,40,24.93
gfnekmgm-1,Cluster 1,32,18.91
gfnhknak-1,Cluster 1,41,48.21
gfnefgco-1,Cluster 1,80,68.00
gfnmnpgk-1,Cluster 1,45,24.80
dciiimae-1,Cluster 1,82,61.22
adkkcdmi-1,Cluster 6,91,69.05
gdlmecjo-1,Cluster 1,50,51.87
